"n_estimators",10,20,40,80,100,150,200,300,400,500,1000
"RandomForestClassifier","0.97999999999999998","0.97999999999999998","0.97999999999999998","0.97999999999999998","0.97999999999999998","0.97999999999999998","0.97999999999999998","0.97999999999999998","0.97999999999999998","0.97999999999999998","0.97999999999999998"
"ExtraTreesClassifier","1.0", "1.0", "1.0", "0.97999999999999998", "1.0", "0.97999999999999998", "0.97999999999999998", "0.97999999999999998", "1.0", "0.97999999999999998", "0.97999999999999998"
"AdaBoostClassifier","0.97999999999999998", "1.0", "1.0", "0.97999999999999998", "0.97999999999999998", "0.97999999999999998", "0.97999999999999998", "0.97999999999999998", "0.97999999999999998", "0.97999999999999998", "0.97999999999999998"
"GradientBoostingClassifier","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
